Date,Open,High,Low,Close,Volume
2015-07-29,2053.62,2055.95,2037.62,2037.62,520572000
2015-07-30,2040.24,2044.93,2019.03,2019.03,509318016
2015-07-31,2026.98,2030.16,2004.7,2030.16,448192000
2015-08-03,2026.25,2026.25,2005.21,2008.49,358745984
2015-08-04,2007.75,2027.99,2007.66,2027.99,388790016
2015-08-05,2027.22,2035.25,2022.98,2029.76,319211008
2015-08-06,2037.26,2038.41,2011.6,2013.29,340505984
2015-08-07,2009.39,2012.9,2001.13,2010.23,334577984
2015-08-10,2008.44,2008.55,1993.96,2003.17,308327008
2015-08-11,2020.15,2021.81,1986.46,1986.65,366407008
2015-08-12,1980.04,1989.1,1948.91,1975.47,524252000
2015-08-13,1975.47,1990.7,1966.02,1983.46,376591008
2015-08-17,1991.05,1991.05,1968.44,1968.52,561574016
2015-08-18,1977.61,1979.33,1954.35,1956.26,472766016
2015-08-19,1954.56,1959.51,1915.91,1939.38,506785984
2015-08-20,1929.43,1933.79,1912.55,1914.55,397527008
2015-08-21,1862.79,1886.49,1856.91,1876.07,512312992
2015-08-24,1860.03,1872.86,1800.75,1829.81,415177984
2015-08-25,1840.94,1864.3,1806.79,1846.63,451585984
2015-08-26,1843.7,1895.45,1835.58,1894.09,453385984
2015-08-27,1912.42,1920.39,1898.98,1908,482660000
2015-08-28,1932.39,1938.61,1927.39,1937.67,446751008
2015-08-31,1934.12,1941.49,1925.52,1941.49,350942016
2015-09-01,1934.44,1939.67,1914.22,1914.23,324479008
2015-09-02,1886.14,1920.62,1883.5,1915.22,342022016
2015-09-03,1929.78,1931.19,1911.17,1915.53,297283008
2015-09-04,1921.81,1923.06,1879.94,1886.04,361088992
2015-09-07,1883.36,1895.99,1870.59,1883.22,288156000
2015-09-08,1889.14,1894.56,1868.48,1878.68,391891008
2015-09-09,1903.28,1934.2,1902.93,1934.2,516171008
2015-09-10,1918.42,1962.11,1915.44,1962.11,460344000
2015-09-11,1942.88,1951.26,1939.73,1941.37,503009984
2015-09-14,1947.65,1948.02,1921.45,1931.46,362913984
2015-09-15,1930.44,1938.9,1927.62,1937.56,390824000
2015-09-16,1949.49,1978.68,1949.15,1975.45,584756992
2015-09-17,1989.07,1989.07,1972.93,1976.49,510172992
2015-09-18,1978.39,1996.47,1964.12,1995.95,523798016
2015-09-21,1973.24,1980.8,1960.11,1964.68,376423008
2015-09-22,1973.54,1983.99,1966.05,1982.06,696371008
2015-09-23,1960.33,1968.16,1944.51,1944.64,856988992
2015-09-24,1956.94,1958.73,1944.31,1947.1,921264000
2015-09-25,1948.3,1951.94,1932.49,1942.85,796574016
2015-09-30,1915.46,1962.84,1915.04,1962.81,546992000
2015-10-01,1963.55,1986.01,1958.63,1979.32,678977024
2015-10-02,1979.41,1985.57,1969.68,1969.68,1030976000
2015-10-05,1981.6,1994.65,1975.55,1978.25,545633024
2015-10-06,1996.29,1998.02,1985.17,1990.65,661635008
2015-10-07,1995.87,2006.24,1994.55,2005.84,761718976
2015-10-08,2016.36,2020.19,1998.66,2019.53,700992000
2015-10-12,2022.33,2030.92,2015.43,2021.63,635084992
2015-10-13,2021.2,2024.5,2010.16,2019.05,604995008
2015-10-14,2014.47,2016.14,2002.63,2009.55,644801984
2015-10-15,2008.29,2035.8,2007.46,2033.27,498900992
2015-10-16,2037.98,2038.06,2025.19,2030.26,550798016
2015-10-19,2032.36,2036.3,2022.25,2030.27,726843008
2015-10-20,2031.5,2040.24,2026.67,2039.36,958059008
2015-10-21,2039.25,2053.95,2035.59,2042.98,668945024
2015-10-22,2040.43,2042.57,2019.53,2023,695812992
2015-10-23,2043.67,2054.82,2036.92,2040.4,648998016
2015-10-26,2049.41,2049.6,2039.97,2048.08,459948992
2015-10-27,2043.52,2045.81,2036.22,2044.65,449155008
2015-10-28,2045.67,2045.67,2032.39,2042.51,402200000
2015-10-29,2050.97,2064.72,2032.56,2034.16,481348992
2015-10-30,2034.78,2038.56,2027.8,2029.47,380671008
2015-11-02,2033.15,2036.05,2028.2,2035.24,366380992
2015-11-03,2042.6,2053.24,2040.75,2048.4,591736000
2015-11-04,2053.51,2056.12,2042.38,2052.77,545084992
2015-11-05,2049.3,2050.44,2039.93,2049.41,349079008
2015-11-06,2048.17,2055.14,2038.46,2041.07,465030016
2015-11-09,2038.59,2038.59,2022.52,2025.7,435388992
2015-11-10,2015.45,2015.45,1988.54,1996.59,417456992
2015-11-11,1993.81,2001.73,1983.14,1997.27,286567008
2015-11-12,1997.32,1998.66,1991.28,1993.36,389444000
2015-11-13,1975.97,1981.27,1969.71,1973.29,342312992
2015-11-16,1945.68,1956.09,1942.85,1943.02,433425984
2015-11-17,1967.36,1974.08,1959.22,1963.58,417559008
2015-11-18,1967.25,1973.16,1961.43,1962.88,541859968
2015-11-19,1976.94,1988.92,1972.85,1988.91,422516992
2015-11-20,1988.96,1993.97,1985.93,1989.86,413655008
2015-11-23,1995.92,2008.34,1992.86,2003.7,383231008
2015-11-24,2004.29,2019.95,2003.06,2016.29,417004000
2015-11-25,2018.24,2018.93,2007.91,2009.42,391646016
2015-11-26,2014.88,2033.18,2014.88,2030.68,454456992
2015-11-27,2038.71,2038.72,2026.4,2028.99,481950016
2015-11-30,2022.38,2022.38,1987.12,1991.97,452864992
2015-12-01,2001.51,2026.33,2001.51,2023.93,573342016
2015-12-02,2026.08,2026.19,2009.29,2009.29,631315008
2015-12-03,2000.2,2000.2,1981.59,1994.07,365870016
2015-12-04,1972.16,1983.02,1970.48,1974.4,379465984
2015-12-07,1987.62,1988.04,1963.66,1963.67,382132000
2015-12-08,1964.22,1971.07,1948.43,1949.04,406175008
2015-12-09,1951.39,1956.7,1944.78,1948.24,378094016
2015-12-10,1947.21,1956.84,1940.4,1952.07,377848000
2015-12-11,1952.82,1961,1943.67,1948.62,380712992
2015-12-14,1926.36,1930.4,1919.22,1927.82,439740992
2015-12-15,1935.82,1938.04,1925.75,1932.97,434737984
2015-12-16,1950.15,1975.63,1950.05,1969.4,475096992
2015-12-17,1984.06,1987.83,1967.64,1977.96,379574016
2015-12-18,1960.32,1981.42,1958.12,1975.32,677729024
2015-12-21,1974.26,1986.66,1968.14,1981.19,539596032
2015-12-22,1984.37,1992.72,1971.32,1992.56,577235008
2015-12-23,1994.2,2007.42,1989.3,1999.22,502366016
2015-12-24,2009.34,2009.99,1990.65,1990.65,504620000
2015-12-28,1990.59,1991.19,1964.06,1964.06,396643008
2015-12-29,1956.49,1968.57,1946.21,1966.31,401427008
2015-12-30,1973.03,1974.67,1958.78,1961.31,304462016
2016-01-04,1954.47,1954.52,1918.76,1918.76,359017984
2016-01-05,1911.93,1937.57,1911.93,1930.53,446548000
2016-01-06,1934.25,1934.25,1911.61,1925.43,594611968
2016-01-07,1915.71,1926.41,1901.24,1904.33,393041984
2016-01-08,1889.42,1918.25,1883.82,1917.62,430204000
2016-01-11,1897.18,1907.43,1892.69,1894.84,328768000
2016-01-12,1907.61,1910.59,1888.94,1890.86,295135008
2016-01-13,1904.33,1921,1902.49,1916.28,265220992
2016-01-14,1893.18,1900.48,1882.02,1900.01,310977984
2016-01-15,1915.83,1918.3,1873.35,1878.87,312359008
2016-01-18,1856.03,1882.21,1854.55,1878.45,276936992
2016-01-19,1879.8,1889.9,1866.76,1889.64,335320992
2016-01-20,1885.36,1885.36,1830.06,1845.45,407297984
2016-01-21,1848.1,1860.02,1838.04,1840.53,433740992
2016-01-22,1860.3,1879.43,1859.54,1879.43,408460000
2016-01-25,1890.15,1901.22,1882.74,1893.43,315303008
2016-01-26,1881.87,1884.13,1862.98,1871.69,298824000
2016-01-27,1888.07,1902.03,1883.39,1897.87,348904992
2016-01-28,1885.38,1907.56,1877.78,1906.94,354304992
2016-01-29,1905.01,1912.07,1888.48,1912.06,386555008
2016-02-01,1919.62,1926.11,1912.85,1924.82,440316992
2016-02-02,1914.96,1920.02,1906.06,1906.6,412272992
2016-02-03,1893.83,1894.72,1882.75,1890.67,408593984
2016-02-04,1900.48,1917.09,1897.18,1916.26,365804992
2016-02-05,1914.55,1921.76,1910.31,1917.79,305766016
2016-02-11,1872.68,1877.77,1858.9,1861.54,386428000
2016-02-12,1850.67,1857.12,1817.97,1835.28,470499008
2016-02-15,1857.33,1864.62,1847.6,1862.2,284595008
2016-02-16,1870.1,1892.15,1868.11,1888.3,388318016
2016-02-17,1889.41,1897.37,1881.03,1883.94,344628000
2016-02-18,1909.4,1910.12,1898.49,1908.84,332576000
2016-02-19,1904.5,1916.24,1902.24,1916.24,312196992
2016-02-22,1911.56,1921.14,1905.85,1916.36,267858000
2016-02-23,1928.85,1929.53,1909.79,1914.22,326809984
2016-02-24,1908.71,1918.63,1906.19,1912.53,281600000
2016-02-25,1919.08,1928.49,1906.99,1918.57,305788992
2016-02-26,1927.1,1927.8,1917.07,1920.16,280216000
2016-02-29,1921.76,1927.05,1916.66,1916.66,275051008
2016-03-02,1944.27,1949.94,1942.24,1947.42,323352000
2016-03-03,1957.83,1958.17,1946.57,1958.17,420984000
2016-03-04,1956.01,1958.46,1949.47,1955.63,316417984
2016-03-07,1961.26,1963.43,1955.97,1957.87,344612000
2016-03-08,1958.94,1958.94,1935.55,1946.12,358684000
2016-03-09,1940.55,1952.95,1938.32,1952.95,355392000
2016-03-10,1958.87,1976.19,1955.67,1969.33,352324992
2016-03-11,1968.3,1975.87,1966.65,1971.41,303417984
2016-03-14,1985.74,1985.9,1970.56,1972.27,357078016
2016-03-15,1975.61,1979.46,1966.44,1969.97,264582000
2016-03-16,1971.58,1982.08,1969.66,1974.9,294460000
2016-03-17,1984.69,2000.3,1984.33,1987.99,291576992
2016-03-18,1996.31,1996.31,1986.04,1992.12,385847008
2016-03-21,1999.25,2003.12,1982.7,1989.76,323260000
2016-03-22,1993.37,1997.76,1986.87,1996.81,383752000
2016-03-23,1996.47,2001.67,1989.84,1995.12,367551008
2016-03-24,1988.46,1992.76,1981.17,1985.97,341172992
2016-03-25,1991.06,1991.06,1981.53,1983.81,463422016
2016-03-28,1984.93,1992.46,1981.37,1982.54,410468000
2016-03-29,1986.93,1997.33,1984.07,1994.91,385452992
2016-03-30,2005.24,2009.1,1998.51,2002.14,368304992
2016-03-31,2005.72,2007.43,1986.74,1995.85,335072992
2016-04-01,1994.77,1994.77,1970.17,1973.57,392257984
2016-04-04,1974.73,1979.03,1969.35,1978.97,363316992
2016-04-05,1972.38,1973.17,1959.26,1962.74,368164000
2016-04-06,1963.17,1975.09,1961.51,1971.32,358031008
2016-04-07,1978.75,1980.43,1964.99,1973.89,434060992
2016-04-08,1961.29,1972.12,1954.11,1972.05,400616000
2016-04-11,1972.25,1973.9,1963.21,1970.37,379536992
2016-04-12,1970.5,1981.73,1968.5,1981.32,387318016
2016-04-14,2004.15,2016.03,2000.83,2015.93,473519008
2016-04-15,2013.38,2016.95,2008.68,2014.71,317708992
2016-04-18,2001.35,2009.55,1998.49,2009.1,339248000
2016-04-19,2015.1,2020.29,2007.68,2011.36,401236000
2016-04-20,2017.05,2023.77,2005.82,2005.83,423964000
2016-04-21,2014.6,2022.1,2009.45,2022.1,392096000
2016-04-22,2014.93,2017.9,2010.94,2015.49,480470016
2016-04-25,2016.05,2016.65,2007.18,2014.55,397673984
2016-04-26,2013.26,2021.59,2011.85,2019.63,509280992
2016-04-27,2019.31,2019.86,2012.75,2015.4,412801984
2016-04-28,2020.83,2022.99,1998.6,2000.93,341142016
2016-04-29,1998.68,1999.34,1983.3,1994.15,401063008
2016-05-02,1991.84,1991.84,1977.03,1978.15,328193984
2016-05-03,1988.34,1989.41,1979.66,1986.41,310492000
2016-05-04,1978.24,1982.38,1969.22,1976.71,352695008
2016-05-09,1974.52,1976.14,1962.92,1967.81,342188992
2016-05-10,1965.86,1982.5,1964.9,1982.5,369084992
2016-05-11,1989.17,1989.17,1970.48,1980.1,398532000
2016-05-12,1973.28,1981.49,1970.54,1977.49,462881984
2016-05-13,1979.97,1980.45,1962.77,1966.99,509123008
2016-05-16,1961.91,1970.53,1961.32,1967.91,526716992
2016-05-17,1973.86,1975.1,1962.57,1968.06,597582016
2016-05-18,1962.78,1964.34,1945.56,1956.73,696273024
2016-05-19,1953.91,1954.29,1942.48,1946.78,505920000
2016-05-20,1943.84,1951.5,1940.36,1947.67,388051008
2016-05-23,1954.26,1956.77,1940.44,1955.25,399512992
2016-05-24,1951.18,1951.39,1937.67,1937.68,517076000
2016-05-25,1953.63,1964.91,1951.17,1960.51,656873984
2016-05-26,1965.81,1967.45,1955.97,1957.06,558262976
2016-05-27,1962.33,1971.27,1959.75,1969.17,523531008
2016-05-30,1969.72,1970.54,1955.49,1967.13,550502016
2016-05-31,1962.47,1984.18,1958.16,1983.4,657044992
2016-06-01,1976.87,1986.76,1975.82,1982.72,502289984
2016-06-02,1983.86,1988,1978.82,1985.11,474228000
2016-06-03,1991.58,1991.58,1979.66,1985.84,540857984
2016-06-07,1993.08,2011.67,1992.77,2011.63,481348000
2016-06-08,2013.72,2027.09,2008.59,2027.08,497934016
2016-06-09,2028.02,2035.27,2012.14,2024.17,599680000
2016-06-10,2022.77,2022.77,2014.15,2017.63,404303008
2016-06-13,2001.03,2001.79,1976.69,1979.06,443000992
2016-06-14,1976.8,1982.32,1965.34,1972.03,439936000
2016-06-15,1972,1975.87,1960.97,1968.83,376768992
2016-06-16,1971.53,1974.01,1944.8,1951.99,438793984
2016-06-17,1966.23,1970.54,1949.6,1953.4,485268992
2016-06-20,1974.43,1984.07,1969.56,1981.12,391344992
2016-06-21,1977.8,1983.87,1971.99,1982.7,557436992
2016-06-22,1981.78,1994.76,1979.37,1992.58,407433984
2016-06-23,1989.42,1990.71,1980.14,1986.71,455388992
2016-06-24,2001.55,2001.55,1892.75,1925.24,750545984
2016-06-27,1901.85,1926.87,1900.83,1926.85,394265984
2016-06-28,1907.71,1937.99,1907.49,1936.22,373459008
2016-06-29,1946.31,1966.21,1941.9,1956.36,451185984
2016-06-30,1971.54,1972.81,1959.28,1970.35,349862016
2016-07-01,1977.36,1993.98,1975.89,1987.32,448128000
2016-07-04,1989.44,1997.37,1985.11,1995.3,468611008
2016-07-05,1995.69,1996.77,1985.94,1989.85,405487008
2016-07-06,1980.11,1982.8,1944.33,1953.12,457438016
2016-07-07,1963.3,1976.49,1959.83,1974.08,378755008
2016-07-08,1972.28,1979.75,1956.91,1963.1,356526016
2016-07-11,1979.36,1990.95,1977.81,1988.54,337763008
2016-07-12,1991.13,1998.03,1986.45,1991.23,432649984
2016-07-13,2007.65,2013.6,1995.84,2005.55,357643008
2016-07-14,2004.12,2009.67,1997.94,2008.77,340227008
2016-07-15,2015.37,2022.34,2011.1,2017.26,477808000
2016-07-18,2018.22,2022.11,2012.3,2021.11,380091008
2016-07-19,2022.8,2023.22,2010.27,2016.89,380796992
2016-07-20,2013.4,2015.47,2003.87,2015.46,316335008
2016-07-21,2019.36,2020.55,2007.59,2012.22,391048992
2016-07-22,2005.37,2014.44,2002.66,2010.34,320953984
2016-07-25,2014.74,2020.69,2006.63,2012.32,350230016
2016-07-26,2009.4,2027.34,2008.25,2027.34,338607008
2016-07-27,2027.07,2030.69,2021.15,2025.05,411660992
2016-07-28,2029.07,2029.38,2014.36,2021.1,350880992
2016-07-29,2023.24,2028.99,2016.19,2016.19,366384992
2016-08-01,2024.71,2031.58,2024.57,2029.61,369588000
2016-08-02,2023.55,2026.1,2017.59,2019.03,409940000
2016-08-03,2008.68,2008.68,1993,1994.79,485852992
2016-08-04,2006.08,2006.48,1994.73,2000.03,326513984
2016-08-05,2006.23,2018.16,2004.37,2017.94,289292992
2016-08-08,2025.55,2031.14,2018.81,2031.12,270484000
2016-08-09,2033.52,2046.03,2032.18,2043.78,436716000
2016-08-10,2043.03,2049.36,2039.86,2044.64,331091008
2016-08-11,2042.64,2048.8,2035.25,2048.8,346080992
2016-08-12,2053.82,2060.84,2046.43,2050.47,376488992
2016-08-16,2056,2063.09,2047.76,2047.76,374872000
2016-08-17,2045.37,2048.29,2032.53,2043.75,391713984
2016-08-18,2048.15,2055.79,2042,2055.47,353080000
2016-08-19,2057.9,2059.08,2049.52,2056.24,392318016
2016-08-22,2054.37,2054.71,2040.82,2042.16,343502016
2016-08-23,2044.27,2051.43,2041.86,2049.93,360414016
2016-08-24,2050.82,2052.74,2040.07,2043.76,285183008
2016-08-25,2041.58,2045.9,2035.27,2042.92,277432000
2016-08-26,2036.74,2039.86,2027.68,2037.5,288184000
2016-08-29,2028.64,2034.56,2024.93,2032.35,316968992
2016-08-30,2038.6,2049.72,2037.14,2039.74,378563008
2016-08-31,2038.46,2041.17,2027.24,2034.65,400952000
2016-09-01,2022.96,2032.72,2016.73,2032.72,300505984
2016-09-02,2033.92,2039.1,2030.17,2038.31,342631008
2016-09-05,2049.19,2061,2047.49,2060.08,572966016
2016-09-06,2058.21,2067.77,2057.26,2066.53,462548992
2016-09-07,2068.81,2073.59,2061.88,2061.88,687156992
2016-09-08,2064.96,2070.64,2053.2,2063.73,656652992
2016-09-09,2048.94,2049.12,2029.46,2037.87,392681984
2016-09-12,2003.67,2011.04,1991.47,1991.48,422881984
2016-09-13,2011.93,2013.03,1997.58,1999.36,437424000
2016-09-19,1997.43,2019.02,1997.1,2015.78,434438016
2016-09-20,2014.5,2026.36,2010.25,2025.71,362344992
2016-09-21,2022.81,2035.99,2022.06,2035.99,525096000
2016-09-22,2050.31,2060.26,2048.97,2049.7,447588992
2016-09-23,2053.22,2057.35,2048.96,2054.07,494112000
2016-09-26,2052.76,2060.5,2042.7,2047.11,359615008
2016-09-27,2037.32,2064.89,2031.13,2062.82,664040000
2016-09-28,2062.57,2062.98,2051.73,2053.06,546449984
2016-09-29,2063.74,2071.76,2063.74,2068.72,416168000
2016-09-30,2054.25,2056.33,2042.77,2043.63,326385984
2016-10-04,2056.94,2059.25,2050.46,2054.86,318854016
2016-10-05,2043.37,2055.98,2036.87,2053,292344992
2016-10-06,2069.3,2070.43,2055.83,2065.3,337708992
2016-10-07,2065.95,2067.49,2051.6,2053.8,422446016
2016-10-10,2047.19,2058.73,2039.99,2056.82,314895008
2016-10-11,2053.29,2060.78,2030.6,2031.93,343215008
2016-10-12,2022.97,2037.02,2022.39,2033.73,297372992
2016-10-13,2033.99,2035.93,2014.89,2015.44,440255008
2016-10-14,2021.66,2028.62,2021.66,2022.66,458904000
2016-10-17,2028.93,2033.55,2011.81,2027.61,333401984
2016-10-18,2027.81,2040.69,2026.47,2040.43,305931008
2016-10-19,2038.42,2050.51,2036.98,2040.94,321940000
2016-10-20,2044.12,2048.25,2036.54,2040.6,276000992
2016-10-21,2039.4,2040.4,2029.93,2033,260354000
2016-10-24,2037.19,2047.74,2036.77,2047.74,252040992
2016-10-25,2042.29,2042.65,2031.33,2037.17,299100992
2016-10-26,2030.37,2030.37,2002.29,2013.89,392401984
2016-10-27,2018.24,2025.79,2015.79,2024.12,298689984
2016-10-28,2021.97,2026.85,2015.72,2019.42,270531008
2016-10-31,2011.29,2016.01,2006.19,2008.19,400664000
2016-11-01,2003.41,2010.19,1990.66,2007.39,321774016
2016-11-02,1995.29,1997.46,1976.34,1978.94,333528992
2016-11-03,1974.93,1988.82,1973.58,1983.8,272728000
2016-11-04,1983.47,1985.29,1976.57,1982.02,227776000
2016-11-07,1997.58,2001.74,1992.14,1997.58,210332992
2016-11-08,2009.56,2010.17,1994.51,2003.38,239579008
2016-11-09,2008.08,2015.06,1931.07,1958.38,709043008
2016-11-10,1988.8,2002.6,1983.26,2002.6,433884000
2016-11-11,1988.87,1994.05,1982.15,1984.43,386856000
2016-11-14,1982.93,1988.65,1974.27,1974.4,352116000
2016-11-15,1977.33,1978.41,1967.21,1967.53,375663008
2016-11-16,1980.82,1985.41,1976.63,1979.65,306499008
2016-11-17,1977.48,1983.87,1969.05,1980.55,272172000
2016-11-18,1983.07,1983.26,1968.13,1974.58,306956000
2016-11-21,1971.03,1975.63,1962.42,1966.05,223512000
2016-11-22,1976.07,1986.82,1974.05,1983.47,231368000
2016-11-23,1987.64,1996.46,1981.22,1987.95,308200000
2016-11-24,1984.56,1988.96,1968.5,1971.26,235443008
2016-11-25,1971.81,1978.45,1969.51,1974.46,201938000
2016-11-28,1976.58,1983.04,1966.78,1978.13,213578000
2016-11-29,1977.1,1982.53,1972.53,1978.39,214564992
2016-11-30,1980.38,1987.8,1977.51,1983.48,233084992
2016-12-01,1987.48,1988.98,1979.73,1983.75,217875008
2016-12-02,1980.99,1981.14,1966.59,1970.61,243180992
2016-12-05,1965.71,1970.88,1960.65,1963.36,237190000
2016-12-06,1976.51,1993.47,1976.51,1989.86,214648992
2016-12-07,1995.69,1997.46,1987.26,1991.89,204410000
2016-12-08,2008.31,2031.07,2007.57,2031.07,239428000
2016-12-09,2024.52,2026.83,2019.95,2024.69,225656992
2016-12-12,2031.95,2031.95,2020.97,2027.24,289804000
2016-12-13,2026.39,2035.98,2023.61,2035.98,383364000
2016-12-14,2043.07,2044.42,2031.21,2036.87,384032992
2016-12-15,2022.14,2040.62,2021.76,2036.65,300190016
2016-12-16,2037.35,2043.6,2033.32,2042.24,289708000
2016-12-19,2039.4,2046.03,2037.04,2038.39,249870000
2016-12-20,2044.87,2047.31,2040.81,2041.94,314220992
2016-12-21,2049.47,2053.46,2037.96,2037.96,284569984
2016-12-22,2041.61,2042.9,2034.15,2035.73,275096000
2016-12-23,2036.17,2037.3,2031.54,2035.9,310881984
2016-12-26,2038.33,2039.76,2034.94,2037.75,366636000
2016-12-27,2040.74,2044.15,2037.47,2042.17,384032992
2016-12-28,2021.86,2029.4,2020.86,2024.49,356590016
2016-12-29,2020.42,2026.52,2016.25,2026.46,264520992
2017-01-02,2021.43,2031.79,2015.86,2026.16,229874000
2017-01-03,2034.31,2043.97,2028.47,2043.97,268127008
2017-01-04,2046.29,2046.29,2040.61,2045.64,371488000
2017-01-05,2045.52,2046.5,2039.81,2041.95,541342976
2017-01-06,2048.11,2051.84,2045.93,2049.12,455350016
2017-01-09,2053.18,2053.18,2046.47,2048.78,398291008
2017-01-10,2043.3,2046.51,2039.5,2045.12,512663008
2017-01-11,2048.08,2079.46,2047.56,2075.17,335531008
2017-01-12,2077.69,2087.14,2073.92,2087.14,555841024
2017-01-13,2077.12,2080.33,2073.44,2076.79,518284000
2017-01-16,2077.03,2079.8,2059.96,2064.17,683931008
2017-01-17,2067.52,2078.56,2065.53,2071.87,601435008
2017-01-18,2073.77,2075.23,2058.35,2070.54,530132992
2017-01-19,2085.61,2090.3,2065.21,2072.79,415668000
2017-01-20,2065.54,2072.04,2064,2065.61,392647008
2017-01-23,2067.62,2073.8,2058.91,2065.99,444862016
2017-01-24,2070.22,2072.66,2058.93,2065.76,312411008
2017-01-25,2075.33,2077.72,2063.37,2066.94,311769984
2017-01-26,2074.77,2088.18,2068.5,2083.59,257920992
2017-01-31,2077.66,2079.97,2067.57,2067.57,288275008
2017-02-01,2075.31,2082.1,2073.97,2080.48,452528000
2017-02-02,2080.23,2091.9,2067.76,2071.01,825476992
2017-02-03,2075.9,2079.85,2064.26,2073.16,392584000
2017-02-06,2085.73,2088.37,2073.19,2077.66,315315008
2017-02-07,2077.8,2079.23,2071.22,2075.21,271808992
2017-02-08,2072.58,2072.58,2052.56,2065.08,266722000
2017-02-09,2067.15,2072.69,2062.12,2065.88,236008000
2017-02-10,2075.8,2080.74,2072.23,2075.08,314676000
2017-02-13,2074.94,2078.66,2070.36,2078.65,289684000
2017-02-14,2079.3,2081.59,2068.54,2074.57,332364992
2017-02-15,2073.6,2087.08,2069.89,2083.86,338044000
2017-02-16,2088.09,2092.59,2078.51,2081.84,330465984
2017-02-17,2074.22,2080.89,2073.08,2080.58,301516992
2017-02-20,2084.16,2085.3,2077.36,2084.39,297203008
2017-02-21,2085.97,2108.48,2085,2102.93,292539008
2017-02-22,2106.42,2108.75,2101.56,2106.61,312219008
2017-02-23,2106.15,2108.93,2103.11,2107.63,430849984
2017-02-24,2106.43,2107.65,2090.05,2094.12,385393984
2017-02-27,2095.47,2097.24,2084.08,2085.52,343702016
2017-02-28,2087.26,2094.27,2084.36,2091.64,399820992
2017-03-02,2105.19,2112.3,2097.15,2102.65,434712992
2017-03-03,2090.92,2091.5,2072.09,2078.75,425935008
2017-03-06,2073.2,2083.62,2067.68,2081.36,431444992
2017-03-07,2080.77,2096.79,2079.16,2094.05,277830016
2017-03-08,2093.37,2101.56,2088.25,2095.41,381440992
2017-03-09,2098.29,2099.93,2090.76,2091.06,408228992
2017-03-10,2088.67,2101.26,2082.31,2097.35,500860000
2017-03-13,2102.37,2122.88,2100.91,2117.59,382128992
2017-03-14,2127.12,2135.34,2124.42,2133.78,365073984
2017-03-15,2128.42,2135.38,2127.43,2133,374699008
2017-03-16,2154.98,2156.79,2143.15,2150.08,402424000
2017-03-17,2150.47,2164.59,2148.98,2164.58,302788000
2017-03-20,2160.32,2160.57,2151.74,2157.01,264946000
2017-03-21,2163.56,2181.85,2160.25,2178.38,303940000
2017-03-22,2159.97,2169.77,2158.96,2168.3,394424992
2017-03-23,2174.09,2182.42,2170.8,2172.72,358607008
2017-03-24,2171.36,2179.34,2163.34,2168.95,358672992
2017-03-27,2162.56,2165.25,2153.21,2155.66,395862016
2017-03-28,2166.58,2169.14,2157.71,2163.31,393969984
2017-03-29,2172.31,2172.31,2162.16,2166.98,626792000
2017-03-30,2170.18,2174.11,2159.38,2164.64,643563008
2017-03-31,2166.62,2166.78,2159.8,2160.23,441640000
2017-04-03,2165.79,2171.33,2161.26,2167.51,398512992
2017-04-04,2165.23,2166.69,2157.07,2161.1,522092992
2017-04-05,2161.9,2164.73,2147.3,2160.85,571691008
2017-04-06,2152.64,2153.83,2143.3,2152.75,510164000
2017-04-07,2154.87,2155.7,2142.69,2151.73,408456000
2017-04-10,2148.83,2148.83,2128.51,2133.32,512916000
2017-04-11,2129.23,2136.55,2117.82,2123.85,489308992
2017-04-12,2128.17,2129.82,2122.94,2128.91,427358016
2017-04-13,2130.64,2148.61,2126.2,2148.61,357582016
2017-04-14,2138.28,2141.61,2128.21,2134.88,383688000
2017-04-17,2140.87,2150.7,2138.7,2145.76,259303008
2017-04-18,2155.36,2155.36,2139.36,2148.46,291399008
2017-04-19,2144.98,2148.03,2133.82,2138.4,344220992
2017-04-20,2138.19,2150.43,2134.05,2149.15,268315008
2017-04-21,2161.24,2169.41,2156.64,2165.04,281540000
2017-04-24,2175.5,2177.63,2167,2173.74,374712992
2017-04-25,2175.7,2196.85,2174.41,2196.85,275896992
2017-04-26,2202.37,2210.61,2201.07,2207.84,397524992
2017-04-27,2201.72,2211.4,2199.76,2209.46,386105984
2017-04-28,2214.36,2217.04,2203.28,2205.44,268641984
2017-05-02,2213.61,2229.22,2212.87,2219.67,295139008
2017-05-04,2224.91,2241.24,2224.91,2241.24,261918000
2017-05-08,2245.61,2292.76,2244.23,2292.76,281760992
2017-05-10,2294.1,2323.14,2264.31,2270.12,422888000
2017-05-11,2278.47,2297.58,2271.66,2296.37,463460000
2017-05-12,2296.06,2296.51,2283.38,2286.02,335336992
2017-05-15,2288.23,2296.84,2280.72,2290.65,251594000
2017-05-16,2306.73,2309,2284.41,2295.33,368137984
2017-05-17,2291.56,2295.31,2283.15,2293.08,394820992
2017-05-18,2271.27,2288.85,2267.08,2286.82,378315008
2017-05-19,2286.78,2293.29,2282.13,2288.48,421132992
2017-05-22,2300.68,2304.48,2292.95,2304.03,340060992
2017-05-23,2308.69,2325.92,2303.27,2311.74,341084992
2017-05-24,2319.37,2322.54,2312.99,2317.34,409559008
2017-05-25,2325.49,2343.67,2321.26,2342.93,369280000
2017-05-26,2344.39,2364.66,2341.91,2355.3,312902016
2017-05-29,2362.59,2371.57,2344.73,2352.97,316176992
2017-05-30,2356.54,2358.69,2332.48,2343.68,508844000
